0,1,2,3,4,5
Serbia,Ecuador,2021,0.23685182,USD	millions,Central	Bank	Data
,Mexico,2022,0.049416,USD	millions,Central	Bank	Data
Seychelles,Ecuador,2021,0.00965,USD	millions,Central	Bank	Data
Sierra	Leone,Ecuador,2021,0.03807532,USD	millions,Central	Bank	Data
,Mexico,2022,0.022077,USD	millions,Central	Bank	Data
,Panama,2022,0.002893205,USD	millions,INEC
Singapore,Ecuador,2021,0.08829345,USD	millions,Central	Bank	Data
,Mexico,2022,0.02457,USD	millions,Central	Bank	Data
,Panama,2022,0.059043513,USD	millions,INEC
Slovakia,Ecuador,2021,0.17257504,USD	millions,Central	Bank	Data
,Mexico,2022,0.004663,USD	millions,Central	Bank	Data
Slovenia,Ecuador,2021,0.03722737,USD	millions,Central	Bank	Data
,Mexico,2022,0.011434,USD	millions,Central	Bank	Data
,Panama,2022,0.012445071,USD	millions,INEC
Solomon	Islands,Ecuador,2021,0.00108,USD	millions,Central	Bank	Data
South	Africa,Ecuador,2021,0.25393562,USD	millions,Central	Bank	Data
,Mexico,2022,0.078301,USD	millions,Central	Bank	Data
,Panama,2022,0.112342081,USD	millions,INEC
South	Sudan,Ecuador,2021,0.0026,USD	millions,Central	Bank	Data
Spain,Bolivia,2022,451,USD	millions,Central	Bank	Data
,Brazil,2022,167.93063928,USD	millions,Central	Bank	Data
,Chile,2021,26.967196721,USD	millions,Central	Bank	Data
,Colombia,2022,"1,199.214183477",USD	millions,Central	Bank	Data
,Costa	Rica,2022,625.770164171,USD	millions,Central	Bank	Data
,Dominican	Republic,2022,625.770164171,USD	millions,Central	Bank	Data
,Ecuador,2021,"1,605.1797441",USD	millions,Central	Bank	Data
,Honduras,2022,73.30219679,USD	millions,Central	Bank	Data
,Mexico,2022,59.345676,USD	millions,Central	Bank	Data
,Nicaragua,2022,157.5,USD	millions,Central	Bank	Data
,Panama,2022,8.824471014,USD	millions,INEC
,Paraguay,2022,292.813386646,USD	millions,Central	Bank	Data
State	of	Palestine,Ecuador,2021,0.147002,USD	millions,Central	Bank	Data
,Mexico,2022,0.002615,USD	millions,Central	Bank	Data
,Panama,2022,0.028194297,USD	millions,INEC
Sudan,Ecuador,2021,0.00282042,USD	millions,Central	Bank	Data
,Mexico,2022,0.029986,USD	millions,Central	Bank	Data
Suriname,Ecuador,2021,0.2684408,USD	millions,Central	Bank	Data
,Mexico,2022,0.081836,USD	millions,Central	Bank	Data
,Panama,2022,0.507191491,USD	millions,INEC
Sweden,Chile,2021,6.294202981,USD	millions,Central	Bank	Data
,Colombia,2022,14.807615149,USD	millions,Central	Bank	Data
,Ecuador,2021,6.66159724,USD	millions,Central	Bank	Data
,Mexico,2022,0.546586,USD	millions,Central	Bank	Data
,Panama,2022,0.491529577,USD	millions,INEC
Switzerland,Brazil,2022,194.98397219,USD	millions,Central	Bank	Data
,Chile,2021,3.959252163,USD	millions,Central	Bank	Data
,Colombia,2022,68.355671234,USD	millions,Central	Bank	Data
,Costa	Rica,2022,68.771554972,USD	millions,Central	Bank	Data
,Dominican	Republic,2022,68.771554972,USD	millions,Central	Bank	Data
,Ecuador,2021,57.27817638,USD	millions,Central	Bank	Data
,Mexico,2022,13.58806,USD	millions,Central	Bank	Data
,Panama,2022,1.025615042,USD	millions,INEC
Syrian	Arab	Republic,Ecuador,2021,0.009056,USD	millions,Central	Bank	Data
Tajikistan,Ecuador,2021,0.0488,USD	millions,Central	Bank	Data
,Mexico,2022,0.00556,USD	millions,
