0,1,2,3,4,5
,Mexico,2022.0,0.023571,USD	millions,Central	Bank	Data
Cuba,Ecuador,2021.0,0.00204,USD	millions,Central	Bank	Data
,Mexico,2022.0,2.4e-05,USD	millions,Central	Bank	Data
Curaçao,Colombia,2022.0,3.742219159,USD	millions,Central	Bank	Data
,Ecuador,2021.0,0.98085808,USD	millions,Central	Bank	Data
,Jamaica,2022.0,2.38631795,USD	millions,Central	Bank	Data
,Mexico,2022.0,0.03468,USD	millions,Central	Bank	Data
Cyprus,Ecuador,2021.0,0.05351243,USD	millions,Central	Bank	Data
,Mexico,2022.0,0.014274,USD	millions,Central	Bank	Data
Czechia,Ecuador,2021.0,0.24212332,USD	millions,Central	Bank	Data
,Mexico,2022.0,0.037396,USD	millions,Central	Bank	Data
,Panama,2022.0,0.065862787,USD	millions,INEC
Dem.	People's	Republic	of	..,Ecuador,2021.0,0.63828916,USD	millions,Central	Bank	Data
Democratic	Republic	of	the,Ecuador,2021.0,0.07578686,USD	millions,Central	Bank	Data
Congo,,,,,Central	Bank	Data
,Mexico,2022.0,0.377893,USD	millions,
,Ecuador,2021.0,1.15053584,USD	millions,
