0,1,2,3,4,5
Portugal,Brazil,2022,375.04954185,USD	millions,Central	Bank	Data
,Ecuador,2021,1.60820032,USD	millions,Central	Bank	Data
,Mexico,2022,0.3654,USD	millions,Central	Bank	Data
,Panama,2022,0.488213444,USD	millions,INEC
Puerto	Rico,Costa	Rica,2022,78.256812047,USD	millions,Central	Bank	Data
,Dominican	Republic,2022,78.256812047,USD	millions,Central	Bank	Data
,Ecuador,2021,0.45274215,USD	millions,Central	Bank	Data
,Panama,2022,0.170933985,USD	millions,INEC
Qatar,Ecuador,2021,1.12886194,USD	millions,Central	Bank	Data
,Mexico,2022,0.185174,USD	millions,Central	Bank	Data
Republic	of	Korea,Ecuador,2021,0.12057675,USD	millions,Central	Bank	Data
,Mexico,2022,0.188341,USD	millions,Central	Bank	Data
,Panama,2022,0.418495932,USD	millions,
