0,1,2,3,4,5
,Mexico,2022,0.01519,USD	millions,Central	Bank	Data
,Panama,2022,0.079877371,USD	millions,INEC
Guadeloupe,Mexico,2022,0.068793,USD	millions,Central	Bank	Data
Guam,Ecuador,2021,0.00350361,USD	millions,Central	Bank	Data
,Mexico,2022,0.011432,USD	millions,Central	Bank	Data
Guatemala,Colombia,2022,23.717021117,USD	millions,Central	Bank	Data
,Ecuador,2021,3.7173961,USD	millions,Central	Bank	Data
,Honduras,2022,6.38110839,USD	millions,Central	Bank	Data
,Mexico,2022,49.974654,USD	millions,Central	Bank	Data
,Panama,2022,1.328253984,USD	millions,INEC
Guinea,Ecuador,2021,0.0317013,USD	millions,Central	Bank	Data
,Mexico,2022,0.055853,USD	millions,Central	Bank	Data
Guinea-bissau,Ecuador,2021,0.00704176,USD	millions,Central	Bank	Data
Guinea-Bissau,Mexico,2022,0.004879,USD	millions,Central	Bank	Data
,Panama,2022,0.002533079,USD	millions,INEC
Guyana,Ecuador,2021,0.19945501,USD	millions,Central	Bank	Data
,Mexico,2022,0.027358,USD	millions,Central	Bank	Data
,Panama,2022,0.110945265,USD	millions,INEC
,Suriname,2022,1.047403962,USD	millions,Central	Bank	Data
,Costa	Rica,2022,117.596426417,USD	millions,
